Name	MOA	Target	Disease Area	Indication	Id	Phase
AIM-100	tyrosine kinase inhibitor	TNK2			BRD-K85139301-001-02-9, BRD-K85139301-001-01-3	Preclinical
ajmaline	sodium channel blocker		cardiology	Wolff-Parkinson-White Syndrome (WPW)	BRD-K00005347-001-01-9, BRD-K00005347-001-01-9	Launched
AJ76-(+)	dopamine receptor antagonist	DRD2, DRD3, DRD4			BRD-K76677554-003-03-9, BRD-K76677554-003-02-1	Preclinical
AK-7	SIRT inhibitor	SIRT2			BRD-K09143580-001-02-9, BRD-K09143580-001-01-0	Preclinical
AKBA	lipoxygenase inhibitor	ALOX5			BRD-K54907283-001-01-2, BRD-K54907283-001-01-2, BRD-K54907283-001-01-2, BRD-K54907283-001-02-9	Phase 3
aklomide			infectious disease	coccidiosis	BRD-K26807903-001-04-3	Launched
AL-8697	p38 MAPK inhibitor	MAPK14			BRD-K44731351-001-02-9, BRD-K44731351-001-01-6	Preclinical
alacepril	angiotensin converting enzyme inhibitor	ACE	cardiology	hypertension	BRD-K51784806-001-01-6, BRD-K51784806-001-01-6, BRD-K51784806-001-02-9, BRD-K51784806-001-02-9	Launched
alafosfalin	bacterial cell wall synthesis inhibitor				BRD-K80403280-001-02-1, BRD-K80403280-001-02-1	Phase 1
alagebrium	glycosylation inhibitor				BRD-K96029467-003-01-9	Phase 2/Phase 3
alanine					BRD-A33317514-001-01-3	Launched
alanosine	antimetabolite				BRD-K00004718-001-01-9	Phase 2
alantolactone	apoptosis stimulant, STAT inhibitor	STAT3			BRD-K53731810-001-05-9, BRD-K53731810-001-04-3	Preclinical
alaproclate	serotonin receptor antagonist	SLC6A4			BRD-K01826783-003-07-9	Phase 2
alarelin	gonadotropin releasing factor hormone receptor antagonist	GNRH1			BRD-K42140276-402-01-4, BRD-K42140276-402-01-4	Launched
albendazole	tubulin polymerization inhibitor	TUBA1A, TUBB, TUBB4B	infectious disease	cystic hydatid disease, parenchymal neurocysticercosis	BRD-K79131256-001-20-9, BRD-K79131256-001-18-7, BRD-K79131256-001-17-9, BRD-K79131256-001-17-9, BRD-K79131256-001-17-9	Launched
albendazole-oxide	anthelmintic agent		infectious disease	cystic hydatid disease, parenchymal neurocysticercosis	BRD-A67060370-001-02-9, BRD-A67060370-001-04-5	Launched
albuterol	adrenergic receptor agonist	ADRB2	pulmonary	asthma	BRD-K01825118-065-05-9, BRD-K01825118-065-04-9	Launched
alcaftadine	histamine receptor antagonist	HRH1	allergy	allergic conjunctivitis	BRD-K55991142-001-01-6	Launched
alclofenac	cyclooxygenase inhibitor	PTGS1	rheumatology	rheumatoid arthritis	BRD-K47492008-001-02-7, BRD-K47492008-001-02-7	Launched
alclometasone-dipropionate	glucocorticoid receptor agonist	CYP3A4, NR3C1, SERPINA6	dermatology	corticosteroid-responsive dermatoses	BRD-A17407635-001-04-0	Launched
alcuronium	muscle relaxant	CHRM1, CHRM2, CHRM3, CHRM4, CHRNA7	neurology/psychiatry	muscle relaxant	BRD-A84907376-300-03-8	Launched
alda-1	aldehyde dehydrogenase activator	ALDH2			BRD-K06890060-001-09-1, BRD-K06890060-001-10-9	Preclinical
aldoxorubicin	topoisomerase inhibitor	TOP2A			BRD-K68928792-001-03-2, BRD-K68928792-001-02-4, BRD-K68928792-001-01-6	Phase 3
alectinib	ALK tyrosine kinase receptor inhibitor	ALK, MET	oncology	non-small cell lung cancer (NSCLC)	BRD-K11267252-001-06-9, BRD-K11267252-001-04-4, BRD-K11267252-001-04-4	Launched
alendronate	bone resorption inhibitor	ATP6V1A, FDPS, PTPN4, PTPRE, PTPRS	orthopedics	osteoporosis	BRD-K75527158-360-05-6, BRD-K75527158-360-06-4, BRD-K75527158-360-04-9, BRD-K75527158-360-04-9, BRD-K75527158-360-07-2	Launched
alexidine	phosphatidylglycerophosphatase inhibitor	PTPMT1			BRD-A42335949-300-10-6, BRD-A42335949-300-10-6, BRD-A42335949-300-10-6, BRD-A42335949-300-10-6, BRD-A42335949-300-10-6, BRD-A42335949-300-10-6, BRD-A42335949-300-09-8	Preclinical
alfadolone-acetate	benzodiazepine receptor agonist				BRD-K51751936-001-09-1	Phase 2
alfuzosin	adrenergic receptor antagonist	ADRA1A, ADRA1B, ADRA1D, SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A	urology	benign prostatic hyperplasia (BPH)	BRD-K01826519-003-08-9, BRD-K01826519-003-07-9	Launched
algestone-acetophenide			endocrinology	contraceptive	BRD-K00005348-001-01-9	Launched
alibendol	antispasmodic		gastroenterology	bile stimulation	BRD-K60102752-001-02-2	Launched
alimemazine	histamine receptor agonist, histamine receptor antagonist	HRH1	neurology/psychiatry, allergy, pulmonary	sedative, urticaria, itching, cough suppressant	BRD-K01827280-046-12-9, BRD-K01827280-046-11-9, BRD-K01827280-045-07-9	Launched
alinidine	bradycardic effect 				BRD-K00004709-001-01-9	Phase 3
alisertib	Aurora kinase inhibitor	AURKA			BRD-K75295174-001-05-0, BRD-K75295174-001-05-0, BRD-K75295174-001-05-0, BRD-K75295174-001-05-0, BRD-K75295174-001-05-0, BRD-K75295174-001-01-9, BRD-K75295174-001-01-9, BRD-K75295174-001-01-9, BRD-K75295174-001-01-9, BRD-K75295174-001-01-9, BRD-K75295174-001-01-9, BRD-K75295174-001-01-9, BRD-K75295174-001-01-9	Phase 3
alisporivir	cyclophilin inhibitor				BRD-K00003135-001-01-9	Phase 3
alizapride	dopamine receptor antagonist		gastroenterology	nausea	BRD-K00003607-003-01-9	Launched
alizarin					BRD-K73191876-001-12-0, BRD-K73191876-001-11-2, BRD-K73191876-001-13-8	Preclinical
allantoin	cosmetic		dermatology	skin protectant	BRD-A96407378-001-15-1	Launched
allicin	cytokine production inhibitor	TRPA1, TRPV1			BRD-A60402836-001-01-0	Phase 2
allopurinol	xanthine oxidase inhibitor	XDH	rheumatology, urology	gout, kidney stones	BRD-K86307448-001-17-5, BRD-K86307448-001-19-1, BRD-K86307448-001-19-1, BRD-K86307448-001-16-7	Launched
allopurinol-riboside	anti-leishmanial agent, phosphorylase inhibitor				BRD-K00004728-001-01-9, BRD-A93407926-001-01-1	Phase 2
allylestrenol	steroidal progestin	ESR1, PGR, SLC6A9	obstetrics/gynecology	premature labor	BRD-K12872829-001-01-0	Launched
allylisothiocyanate	TRPV agonist	TRPA1			BRD-K33219225-001-01-9, BRD-K33219225-001-02-9	Preclinical
allylthiourea	nitrification inhibitor				BRD-K89634775-001-10-9, BRD-K89634775-001-08-1, BRD-K89634775-001-09-9	Preclinical
almitrine	neurotransmitter agonist	ATP1A1	pulmonary	chronic obstructive pulmonary disease (COPD)	BRD-K82677201-001-01-6, BRD-K82677201-001-01-6	Launched
almorexant	orexin receptor antagonist	HCRTR1, HCRTR2			BRD-K84810405-003-02-9, BRD-K84810405-003-01-1	Phase 3
almotriptan	serotonin receptor agonist	HTR1B, HTR1D	neurology/psychiatry	migraine headache	BRD-K67601717-001-03-8, BRD-K67601717-037-02-4, BRD-K67601717-037-04-9	Launched
aloe-emodin	anticancer agent	CASP8			BRD-K04851519-001-06-8	Preclinical
aloperine					BRD-K96391852-001-02-8, BRD-K96391852-001-03-6	Preclinical
alosetron	serotonin receptor antagonist	HTR3A			BRD-K46742498-003-12-9, BRD-K46742498-003-12-9, BRD-K46742498-003-11-0	Withdrawn
alovudine	DNA synthesis marker				BRD-K00004697-001-01-9	Phase 2
alpelisib	PI3K inhibitor	PIK3CA, PIK3CB, PIK3CD, PIK3CG	oncology	breast cancer	BRD-K54997624-001-06-0, BRD-K54997624-001-06-0, BRD-K54997624-001-06-0, BRD-K54997624-001-06-0, BRD-K54997624-001-06-0, BRD-K54997624-001-06-0	Launched
alpha-asarone	cytochrome P450 inhibitor, HMGCR inhibitor	HMGCR			BRD-K72536715-001-01-5	Preclinical
alpha-D-glucopyranose					BRD-K87424134-001-01-0	Preclinical
alpha-glucosyl-hesperidin	antioxidant				BRD-K00005238-001-01-9	Preclinical
alpha-linolenic-acid	omega 3 fatty acid stimulant	ELOVL4, FADS1, FADS2, FFAR1, FFAR4, PTGS2, SLC8A1, TRPV1			BRD-K33396764-001-11-1, BRD-K33396764-001-11-1, BRD-K33396764-001-11-1, BRD-K33396764-001-08-7, BRD-K33396764-001-08-7	Phase 3
alpha-methylhistamine-dihydrobromide-(R)-(-)	histamine receptor agonist	HRH3			BRD-K80028314-303-08-9, BRD-K80028314-303-02-6	Preclinical
alpha-methylhistamine-dihydrobromide-(S)-(+)	histamine receptor agonist	HRH3			BRD-K28308851-303-02-9, BRD-K28308851-303-01-8	Preclinical
alpha-methylserotonin	serotonin receptor agonist	HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR4			BRD-K01826806-050-02-9	Preclinical
alpha-tochopherol	antioxidant		endocrinology	vitamin E deficiency	BRD-A82892199-001-04-1, BRD-A82892199-001-05-9	Launched
alpha-tochopheryl-acetate	antioxidant		endocrinology	vitamin E deficiency	BRD-A61850409-001-10-7	Launched
alpidem	benzodiazepine receptor agonist	GABRA1			BRD-K66896751-001-02-4, BRD-K66896751-001-02-4, BRD-K66896751-001-02-4	Withdrawn
alprenolol	adrenergic receptor antagonist	ADRB1, ADRB2	cardiology	angina pectoris	BRD-K01825817-003-02-9, BRD-K01825817-003-02-9	Launched
alrestatin	aldose reductase inhibitor	AKR1B1			BRD-K35498378-001-07-9, BRD-K35498378-001-08-9, BRD-K35498378-001-06-1	Preclinical
ALS-8112					BRD-K21415491-001-01-4, BRD-K21415491-001-01-4, BRD-K21415491-001-01-4	Phase 1
ALS-8176	RNA polymerase inhibitor				BRD-K00004605-001-01-9	Phase 1
altanserin	serotonin receptor antagonist	HTR2A			BRD-K00610438-003-03-3, BRD-K00610438-003-03-3, BRD-K00610438-003-06-9, BRD-K00610438-003-02-5, BRD-K00610438-003-02-5	Phase 2
althiazide	diuretic		cardiology	hypertension	BRD-A56675431-001-13-9, BRD-A56675431-001-13-9, BRD-A56675431-001-12-3	Launched
altinicline	nicotinic receptor agonist	CHRNA4, CHRNB2			BRD-K52681925-050-02-9, BRD-K52681925-050-01-6	Phase 2
altiratinib	MET inhibitor, VEGFR inhibitor	KDR, MET, TEK			BRD-K78627070-001-01-5, BRD-K78627070-001-01-5, BRD-K78627070-001-01-5, BRD-K78627070-001-01-5, BRD-K78627070-001-01-5, BRD-K78627070-001-01-5, BRD-K78627070-001-01-5	Phase 1
altrenogest	progestogen hormone	PGR	endocrinology	estrus	BRD-K50276048-001-02-9, BRD-K50276048-001-02-9	Launched
altretamine	DNA synthesis inhibitor		oncology	ovarian cancer	BRD-K67043667-001-26-4, BRD-K67043667-001-25-6	Launched
alverine	muscle relaxant	HTR1A	gastroenterology	irritable bowel syndrome, diverticular disease	BRD-K89055274-048-23-5, BRD-K89055274-048-24-9, BRD-K89055274-048-22-7	Launched
alvimopan	opioid receptor antagonist	OPRD1, OPRK1, OPRM1	gastroenterology	postoperative ileus	BRD-K07857022-002-02-9, BRD-K07857022-002-01-1, BRD-K07857022-002-01-1, BRD-K07857022-002-01-1	Launched
alvocidib	CDK inhibitor	CDK1, CDK2, CDK4, CDK5, CDK6, CDK7, CDK8, CDK9, EGFR, PYGM			BRD-K87909389-003-09-9, BRD-K87909389-003-09-9, BRD-K87909389-003-04-2, BRD-K87909389-003-04-2, BRD-K87909389-003-04-2, BRD-K87909389-003-03-4, BRD-K87909389-003-03-4, BRD-K87909389-003-03-4, BRD-K87909389-003-03-4	Phase 2
ALX-40-4C	CC chemokine receptor antagonist				BRD-K00003337-019-01-9	Preclinical
ALX-5407	glycine transporter inhibitor	SLC6A9			BRD-K53979406-003-03-6, BRD-K53979406-003-04-9, BRD-K53979406-003-02-8	Phase 1
AM-1241	cannabinoid receptor agonist	CNR1, CNR2			BRD-A66116161-001-02-3, BRD-A66116161-001-03-1, BRD-A66116161-001-03-1	Preclinical
AM-24	lipoxygenase inhibitor	ALOX5			BRD-K59013864-001-01-1, BRD-K59013864-001-01-1, BRD-K59013864-001-01-1	Phase 2
AM-251	cannabinoid receptor antagonist	CNR1, GPR18, GPR55			BRD-K92000912-001-14-9, BRD-K92000912-001-14-9, BRD-K92000912-001-11-8, BRD-K92000912-001-12-6	Preclinical
AM-281	cannabinoid receptor antagonist	CNR1, CNR2, GPR55			BRD-K59419204-001-03-9, BRD-K59419204-001-02-7	Preclinical
AM-404	cyclooxygenase inhibitor, FAAH inhibitor, TRPV antagonist	CNR1, CNR2, FAAH, TRPV1			BRD-K55462201-001-08-9, BRD-K55462201-001-07-3, BRD-K55462201-001-07-3, BRD-K55462201-001-07-3, BRD-K55462201-001-07-3	Preclinical
AM-580	retinoid receptor agonist	RARA			BRD-K06854232-001-22-3, BRD-K06854232-001-19-9, BRD-K06854232-001-19-9, BRD-K06854232-001-19-9, BRD-K06854232-001-19-9	Preclinical
AM-630	cannabinoid receptor antagonist	CNR1, CNR2			BRD-K63533170-001-03-7, BRD-K63533170-001-03-7, BRD-K63533170-001-03-7, BRD-K63533170-001-03-7, BRD-K63533170-001-02-9, BRD-K63533170-001-02-9	Preclinical
AM-92016	potassium channel blocker	GRIN1			BRD-K01826811-003-03-9, BRD-K01826811-003-02-9, BRD-K01826811-003-02-9	Preclinical
amantadine	glutamate receptor antagonist	DRD2, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A	infectious disease, neurology/psychiatry	influenza A virus infection, Parkinson's Disease	BRD-K70330367-003-08-7, BRD-K70330367-003-08-7, BRD-K70330367-003-07-9	Launched
ambazone	DNA damage inducer				BRD-K11244467-002-01-8, BRD-K11244467-001-09-3, BRD-K11244467-001-08-5	Phase 1
ambenonium	cholinesterase inhibitor	ACHE	neurology/psychiatry	myasthenia gravis	BRD-K11292736-300-02-8, BRD-K11292736-300-02-8, BRD-K11292736-300-04-9, BRD-K11292736-300-04-9	Launched
ambrisentan	endothelin receptor antagonist	EDNRA, EDNRB	pulmonary	pulmonary arterial hypertension (PAH)	BRD-K41185545-001-03-9, BRD-K41185545-001-02-3	Launched
amcasertib	kinase inhibitor				BRD-K00003244-001-01-9	Phase 2
amcinonide	glucocorticoid receptor agonist	NR3C1	dermatology	corticosteroid-responsive dermatoses	BRD-A36010170-001-04-0	Launched
AMD-3465	CC chemokine receptor antagonist	CXCR4			BRD-K03019184-439-01-0, BRD-K03019184-439-02-9, BRD-K03019184-439-02-9	Preclinical
amdinocillin	bacterial cell wall synthesis inhibitor		infectious disease	urinary tract infections, gram-negative bacterial infections	BRD-K41051431-001-02-4, BRD-K41051431-001-03-9	Launched
AMD11070	CC chemokine receptor antagonist	CCR5, CXCR4			BRD-K42948882-305-02-9, BRD-K42948882-305-01-1, BRD-K42948882-305-01-1	Phase 3
ameltolide	anticonvulsant				BRD-K48173020-001-02-9, BRD-K48173020-001-01-8	Preclinical
amenamevir	helicase primase inhibitor				BRD-K00004966-001-01-9, BRD-K00004966-001-01-9	Phase 1
ametantrone	anticancer agent				BRD-K00004726-001-01-9	Preclinical
amezinium	adrenergic receptor agonist	ADRB2	cardiology	hypotension	BRD-K51387999-067-01-6, BRD-K51387999-067-01-6	Launched
amfenac	cyclooxygenase inhibitor	PTGS1, PTGS2	neurology/psychiatry	pain relief	BRD-K82122102-323-01-1, BRD-K82122102-323-02-9	Launched
amflutizole	xanthine oxidase inhibitor	XDH			BRD-K50813454-001-01-9, BRD-K50813454-001-01-9, BRD-K50813454-001-01-9	Phase 2
AMG-PERK-44	PERK inhibitor	EIF2AK4			BRD-K04374714-003-02-9, BRD-K04374714-003-01-1, BRD-K04374714-003-01-1	Preclinical
AMG-176	MCL1 inhibitor				BRD-K43900408-001-02-9	Phase 1
AMG-208	tyrosine kinase inhibitor	MET			BRD-K32285926-001-02-1, BRD-K32285926-001-03-9	Phase 1
AMG-232	MDM inhibitor	MDM2			BRD-K64925568-001-01-8, BRD-K64925568-001-01-8, BRD-K64925568-001-01-8, BRD-K64925568-001-01-8, BRD-K64925568-001-01-8, BRD-K64925568-001-01-8, BRD-K64925568-001-02-6, BRD-K64925568-001-02-6, BRD-K64925568-001-02-6	Phase 2
AMG-319	PI3K inhibitor	PIK3CD			BRD-K21077415-001-01-5	Phase 2
AMG-337	MET inhibitor	MET			BRD-K27061362-001-01-6, BRD-K27061362-001-01-6, BRD-K27061362-001-01-6	Phase 2
AMG-487	CC chemokine receptor antagonist				BRD-K90239174-001-01-8, BRD-K90239174-001-01-8, BRD-K90239174-001-01-8, BRD-K90239174-001-02-9	Phase 2
AMG-487-(+/-)	CC chemokine receptor antagonist	CXCR3			BRD-A01307728-001-02-9, BRD-A01307728-001-01-4, BRD-A01307728-001-01-4	Phase 2
AMG-510	K-Ras inhibitor				BRD-K00010385-001-01-9, BRD-K00010385-001-01-9	Phase 1/Phase 2
AMG-517	TRPV antagonist	TRPV1			BRD-K34185671-001-03-9, BRD-K34185671-001-03-9, BRD-K34185671-001-02-8, BRD-K34185671-001-02-8	Phase 1
AMG-548	MAP kinase inhibitor	MAPK11, MAPK12, MAPK13, MAPK14			BRD-K86673452-001-01-7, BRD-K86673452-001-01-7, BRD-K86673452-001-02-5	Phase 1
AMG-925	CDK inhibitor, FLT3 inhibitor	CDK4, CDK6, FLT3			BRD-K97452254-001-01-3, BRD-K97452254-001-01-3, BRD-K97452254-001-01-3, BRD-K97452254-001-01-3	Phase 1
AMG-9810	TRPV antagonist	TRPV1			BRD-K01995783-001-02-4, BRD-K01995783-001-01-6, BRD-K01995783-001-01-6, BRD-K01995783-001-01-6, BRD-K01995783-001-03-9	Preclinical
AMG319	PI3K inhibitor	PIK3CD			BRD-A58947127-001-01-6	Phase 2
AMG458	MET inhibitor	MET			BRD-K21782625-001-02-4, BRD-K21782625-001-03-2, BRD-K21782625-001-04-0	Preclinical
AMG900	Aurora kinase inhibitor	AURKA, AURKB, AURKC			BRD-K21728777-001-03-9, BRD-K21728777-001-02-3, BRD-K21728777-001-02-3, BRD-K21728777-001-02-3, BRD-K21728777-001-02-3	Phase 1
AMI-1	protein arginine N-methyltransferase inhibitor	PRMT1			BRD-K75114721-304-02-6	Preclinical
amibegron	adrenergic receptor agonist	ADRB3			BRD-K24610819-003-02-6, BRD-K24610819-003-01-8, BRD-K24610819-003-01-8	Phase 3
amidopyrine	analgesic agent		dermatology	dermatitis herpetiformis (DH)	BRD-K12568846-001-17-9, BRD-K12568846-001-15-3, BRD-K12568846-001-14-6, BRD-K12568846-001-16-1, BRD-K12568846-001-16-1	Launched
amifampridine	potassium channel blocker		neurology/psychiatry	Lambert-Eaton myasthenic syndrome (LEMS)	BRD-K80262108-001-07-0, BRD-K80262108-001-08-9	Launched
amiflamine	monoamine oxidase inhibitor	MAOA, SLC6A2			BRD-A19401019-001-01-3, BRD-A19401019-001-01-3	Phase 1
amifostine	reducing agent	ALPPL2, ENPP1	nephrology	renal toxicity	BRD-K73947551-001-04-4	Launched
amiloride	sodium channel blocker	AOC1, ASIC1, ASIC2, ASIC3, PKD2, PKD2L1, PLAU, SCNN1A, SCNN1B, SCNN1D, SCNN1G, SLC9A1, TRPC7, TRPV2	cardiology	hypertension, congestive heart failure	BRD-K97181089-003-24-7, BRD-K97181089-003-25-9, BRD-K97181089-003-25-9, BRD-K97181089-003-25-9, BRD-K97181089-310-06-3, BRD-K97181089-003-22-1, BRD-K97181089-003-23-9	Launched
amineptine	dopamine receptor agonist	SLC6A2, SLC6A4			BRD-K24219278-001-01-6, BRD-K24219278-001-02-9, BRD-K24219278-001-02-9	Withdrawn
aminocaproic-acid	plasminogen activator inhibitor	LPA, PLAT, PLG	hematology	fibrinolytic bleeding	BRD-K64931368-003-01-4, BRD-K64931368-001-14-1, BRD-K64931368-001-13-3	Launched
aminoglutethimide	glucocorticoid receptor antagonist	CYP11A1, CYP19A1	endocrinology, oncology	Cushing's syndrome, breast cancer	BRD-A25234499-001-18-3, BRD-A25234499-001-19-1, BRD-A25234499-001-19-1, BRD-A25234499-001-17-5, BRD-A25234499-001-21-9	Launched
aminoguanidine	nitric oxide synthase inhibitor	AKR1B1, NOS2, TIMP3			BRD-K25114078-003-08-1, BRD-K25114078-003-10-9, BRD-K25114078-003-07-3	Phase 3
aminohydroxybutyric-acid			neurology/psychiatry	epilepsy	BRD-A40777960-001-04-2, BRD-A40777960-001-05-9	Launched
aminolevulinic-acid-benzyl-ester					BRD-K59998349-003-01-4	Phase 1
aminomethyltransferase	nitric oxide synthase inhibitor	NOS2			BRD-A28318179-003-09-9, BRD-A28318179-003-08-5, BRD-A28318179-003-08-5	Preclinical
aminopentamide	acetylcholine receptor antagonist	CHRM1	gastroenterology	acute abdominal visceral spasm, hypertrophic gastritis (GHG), nausea	BRD-A69917777-065-02-2	Launched
aminopurvalanol-a	CDK inhibitor, tyrosine kinase inhibitor	CDK1, CDK2, CDK5			BRD-K07762753-001-06-9, BRD-K07762753-001-05-1, BRD-K07762753-001-04-4	Preclinical
aminothiadiazole	inosine monophosphate dehydrogenase inhibitor	ADORA3, IMPDH1			BRD-K94837153-001-02-8, BRD-K94837153-001-01-0	Phase 2
aminothiazole	cyclin D inhibitor	NOS2			BRD-K13421763-001-06-2, BRD-K13421763-001-05-4, BRD-K13421763-001-07-0	Preclinical
amiodarone	potassium channel blocker	ADRB1, CACNA1H, CACNA2D2, KCNA7, KCNH2	cardiology	ventricular arrhythmias	BRD-K17561142-003-33-3, BRD-K17561142-003-35-8, BRD-K17561142-003-35-8, BRD-K17561142-003-35-8, BRD-K17561142-003-35-8, BRD-K17561142-003-32-5, BRD-K17561142-003-32-5, BRD-K17561142-003-32-5	Launched
amiprilose	CD antagonist				BRD-K97643133-003-09-3	Phase 3
amiselimod	sphingosine 1-phosphate receptor modulator				BRD-K00003223-003-01-9	Phase 2
amisulpride	dopamine receptor antagonist	DRD2	neurology/psychiatry	psychosis, bipolar disorder, schizophrenia	BRD-A60197193-001-13-8, BRD-A60197193-001-14-6	Launched
amitifadine	serotonin transporter (SERT) inhibitor	SLC6A2, SLC6A3, SLC6A4			BRD-A68942014-003-01-7, BRD-A68942014-003-01-7	Phase 3
amitraz	adrenergic receptor agonist	ADRA1A, ADRA2A	infectious disease	generalized demodicosis	BRD-K33335792-001-04-0, BRD-K33335792-001-05-9	Launched
amitriptyline	norepinephrine inhibitor, norepinephrine reuptake inhibitor, serotonin receptor antagonist, serotonin–norepinephrine reuptake inhibitor (SNRI)	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HRH1, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR2A, HTR2C, HTR6, HTR7, KCNA1, KCND2, KCND3, KCNQ2, KCNQ3, NTRK1, NTRK2, OPRD1, OPRK1, OPRM1, SIGMAR1, SLC6A2, SLC6A4	neurology/psychiatry	depression	BRD-K53737926-003-27-8, BRD-K53737926-003-25-2	Launched
amlexanox	histamine receptor modulator	FGF1, IL3, PDE4A, PDE4B, PDE4C, PDE4D, S100A12, S100A13	dental, pulmonary, ophthalmology, allergy	aphthous ulcers, asthma, conjunctivitis, allergic rhinitis	BRD-K29530284-001-08-9, BRD-K29530284-001-08-9, BRD-K29530284-001-06-2, BRD-K29530284-001-07-0	Launched
amlodipine	calcium channel blocker	CACNA1C, CACNA1D, CACNA1F, CACNA1S, CACNA2D1	cardiology	hypertension, chronic stable angina, vasospastic angina, coronary artery disease (CAD)	BRD-K01825117-074-11-9, BRD-K01825117-001-06-9, BRD-K01825117-001-06-9, BRD-K01825117-001-07-9	Launched
ammonium-glycyrrhizinate	thrombin inhibitor	HSD11B1, HSD11B2, SLCO1B1, SLCO1B3	dermatology	cosmetic	BRD-K83486494-001-02-9	Launched
ammonium-lactate		HCAR1	dermatology	xerosis cutis, ichthyosis vulgaris	BRD-M29182745-001-01-4, BRD-M29182745-001-02-2	Launched
ammonium-perfluorocaprylate	Pim kinase inhibitor	PIM1			BRD-K32531356-001-03-9, BRD-K32531356-001-01-9	Phase 1
AMN-082	glutamate receptor modulator	GRM7			BRD-K23335153-300-03-3, BRD-K23335153-300-02-5, BRD-K23335153-300-08-9, BRD-K23335153-300-08-9	Preclinical
amonafide	topoisomerase inhibitor	TOP2A, TOP2B			BRD-K56334280-001-05-1, BRD-K56334280-001-05-1	Phase 3
amorolfine	membrane integrity inhibitor		infectious disease	onychomycosis	BRD-A37390343-003-03-5, BRD-A37390343-003-03-5, BRD-A37390343-003-02-7, BRD-A37390343-003-04-3	Launched
amoxapine	norepinephrine reputake inhibitor	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, HRH1, HRH4, HTR1A, HTR1B, HTR2A, HTR2B, HTR2C, HTR3A, HTR6, HTR7, SLC6A2, SLC6A3, SLC6A4	neurology/psychiatry	depression	BRD-K02265150-001-26-5, BRD-K02265150-001-25-7, BRD-K02265150-001-27-3	Launched
